1,27.875,86.8443309686,0,86.7375,0.1,0.00683096855439
13,27.875,86.8375,0,86.7375,0.1,0.0
26,27.875,86.8375,0,86.7375,0.1,0.0
39,27.875,86.8375,0,86.7375,0.1,0.0
51,27.875,86.8375,0,86.7375,0.1,0.0
64,27.875,86.8375,0,86.7375,0.1,0.0
77,27.875,86.8375,0,86.7375,0.1,0.0
90,27.875,86.8375,0,86.7375,0.1,0.0
103,27.875,86.8375,0,86.7375,0.1,0.0
115,27.875,86.8375,0,86.7375,0.1,0.0
128,27.875,86.8375,0,86.7375,0.1,0.0
141,27.875,86.8375,0,86.7375,0.1,0.0
153,27.875,86.8375,0,86.7375,0.1,0.0
166,27.875,86.8375,0,86.7375,0.1,0.0
179,27.875,86.8375,0,86.7375,0.1,0.0
191,27.875,86.8375,0,86.7375,0.1,0.0
204,27.812,87.0076049528,0,86.9076,0.1,4.95283649025e-06
217,27.812,87.0076,0,86.9076,0.1,0.0
230,27.875,86.8374950782,0,86.7375,0.1,-4.92184843213e-06
243,29.187,83.2949975804,0,83.1951,0.1,-0.000102419624568
255,30.437,79.9200022667,0,79.8201,0.1,-9.77332761498e-05
268,33.062,72.8323949221,0,72.7326,0.1,-0.000205077885112
281,35.75,65.5747938641,0,65.475,0.1,-0.000206135949846
294,38.062,59.3324170896,0,59.2326,0.1,-0.000182910380008
306,40.562,52.5824022146,0,52.4826,0.1,-0.000197785386739
319,43.687,44.1448543337,0,44.0451,0.1,-0.00024566627371
332,45.562,39.0824525885,0,38.9826,0.1,-0.000147411490022
345,47.75,33.1748268985,0,33.075,0.1,-0.000173101538653
357,50.125,26.7623132865,0,26.6625,0.1,-0.00018671348259
370,52.375,20.6873219939,0,20.5875,0.1,-0.000178006119466
383,55.437,12.4198607824,0,12.3201,0.1,-0.000239217645859
395,57.562,6.68243398314,0,6.5826,0.1,-0.000166016856356
408,59.937,0.269914453705,0,0.1701,0.1,-0.000185546295072
421,62.562,-6.98157413903,0,-6.9174,-0.0639690622306,-0.000205076796455
434,64.312,-11.7425350319,0,-11.6424,-0.1,-0.000135031907128
447,65.312,-14.4424786164,0,-14.3424,-0.1,-7.86163947575e-05
459,65.562,-15.1174196541,0,-15.0174,-0.1,-1.96540743757e-05
472,65.562,-15.1174,0,-15.0174,-0.1,0.0
485,65.5,-14.9499951257,0,-14.85,-0.1,4.87425987155e-06
498,65.062,-13.7673655659,0,-13.6674,-0.1,3.44340893342e-05
510,62.937,-8.02973294738,0,-7.9299,-0.1,0.000167052618384
523,61.312,-3.64227224308,0,-3.5424,-0.1,0.000127756924026
536,60.375,-1.1124263364,0,-1.0125,-0.1,7.36636033094e-05
548,59.5,1.28186890893,0,1.35,-0.0681998801231,6.87890488612e-05
561,58.75,3.38535956488,0,3.375,0.0102998512983,5.97135800992e-05
